SalesID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountRate,NetSales,OrderChannel
S016292,2025-09-03 00:00:00,C0291,P0047,35,1690.15,0,59155.25,Mobile
S016293,2024-02-25 00:00:00,C0200,P0042,3,178.57,0.2,428.57,Mobile
S016294,2025-08-13 00:00:00,C0252,P0120,15,537.06,0.15,6847.52,Web
S016295,2025-11-26 00:00:00,C0135,P0067,50,1678.76,0.1,75544.2,Sales Rep
S016296,2024-12-06 00:00:00,C0258,P0042,20,178.57,0.15,3035.69,Mobile
S016297,2024-12-20 00:00:00,C0296,P0121,47,205.61,0,9663.67,Mobile
S016298,2024-01-24 00:00:00,C0208,P0015,25,895.65,0.05,21271.69,Sales Rep
S016299,2024-07-30 00:00:00,C0296,P0149,50,3279.71,0.2,131188.4,Sales Rep
S016300,2025-08-27 00:00:00,C0264,P0113,34,2702.93,0.05,87304.64,Sales Rep
S016301,2025-06-09 00:00:00,C0278,P0040,30,1989.31,0,59679.3,Web
S016302,2024-10-31 00:00:00,C0118,P0041,26,1108.51,0.05,27380.2,Sales Rep
S016303,2024-01-25 00:00:00,C0162,P0073,36,16.19,0.1,524.56,Sales Rep
S016304,2024-05-04 00:00:00,C0307,P0069,46,2147.24,0,98773.04,Web
S016305,2024-09-07 00:00:00,C0286,P0057,6,2920.03,0.15,14892.15,Sales Rep
S016306,2024-09-28 00:00:00,C0111,P0037,46,2623.23,0.1,108601.72,Sales Rep
S016307,2024-07-11 00:00:00,C0020,P0133,31,809.7,0.2,20080.56,Web
S016308,2025-03-04 00:00:00,C0157,P0089,5,307.93,0.05,1462.67,Sales Rep
S016309,2024-07-20 00:00:00,C0329,P0037,43,2623.23,0,112798.89,Web
S016310,2024-11-17 00:00:00,C0219,P0143,40,1658.11,0.05,63008.18,Sales Rep
S016311,2025-07-02 00:00:00,C0396,P0016,49,1372.4,0.05,63885.22,Sales Rep
S016312,2025-04-11 00:00:00,C0082,P0116,25,179.42,0.15,3812.68,Sales Rep
S016313,2025-11-27 00:00:00,C0342,P0079,7,2433.49,0.2,13627.54,Web
S016314,2024-06-01 00:00:00,C0340,P0063,45,132.73,0.15,5076.92,Sales Rep
S016315,2024-08-10 00:00:00,C0265,P0099,50,2714.56,0,135728,Web
S016316,2024-07-11 00:00:00,C0212,P0006,37,3262.57,0.1,108643.58,Web
S016317,2024-03-25 00:00:00,C0016,P0054,17,1647.1,0,28000.7,Web
S016318,2025-11-03 00:00:00,C0156,P0134,22,1783.47,0.1,35312.71,Web
S016319,2025-01-21 00:00:00,C0286,P0040,47,1989.31,0.1,84147.81,Mobile
S016320,2024-01-30 00:00:00,C0231,P0068,41,1786.88,0.15,62272.77,Mobile
S016321,2024-05-16 00:00:00,C0046,P0014,46,2062.39,0.2,75895.95,Mobile
S016322,2025-12-11 00:00:00,C0370,P0008,5,1896.3,0,9481.5,Sales Rep
S016323,2025-01-20 00:00:00,C0271,P0084,11,1797.29,0.05,18781.68,Mobile
S016324,2025-09-10 00:00:00,C0149,P0050,27,202.36,0.05,5190.53,Mobile
S016325,2025-09-18 00:00:00,C0344,P0080,17,2475.18,0,42078.06,Sales Rep
S016326,2024-05-21 00:00:00,C0161,P0105,14,355.06,0.05,4722.3,Mobile
S016327,2025-03-01 00:00:00,C0372,P0098,2,1326.53,0,2653.06,Mobile
S016328,2025-03-24 00:00:00,C0199,P0069,13,2147.24,0,27914.12,Sales Rep
S016329,2025-11-26 00:00:00,C0278,P0002,21,372.04,0.2,6250.27,Web
S016330,2024-07-20 00:00:00,C0118,P0105,3,355.06,0.1,958.66,Sales Rep
S016331,2025-08-12 00:00:00,C0389,P0125,50,971.57,0.1,43720.65,Web
S016332,2024-05-14 00:00:00,C0242,P0148,20,1272.4,0,25448,Mobile
S016333,2024-12-02 00:00:00,C0037,P0086,3,2651.75,0,7955.25,Sales Rep
S016334,2024-07-03 00:00:00,C0215,P0070,15,1649.74,0,24746.1,Sales Rep
S016335,2025-10-02 00:00:00,C0108,P0077,14,386.37,0.2,4327.34,Sales Rep
S016336,2024-10-10 00:00:00,C0119,P0080,6,2475.18,0.05,14108.53,Web
S016337,2025-04-07 00:00:00,C0146,P0035,41,616.57,0.1,22751.43,Web
S016338,2024-03-28 00:00:00,C0001,P0037,45,2623.23,0.2,94436.28,Mobile
S016339,2024-05-05 00:00:00,C0089,P0081,37,727.68,0.15,22885.54,Mobile
S016340,2025-06-27 00:00:00,C0105,P0096,39,2726.81,0.2,85076.47,Sales Rep
S016341,2025-08-31 00:00:00,C0069,P0063,42,132.73,0.05,5295.93,Web
S016342,2025-05-17 00:00:00,C0240,P0081,47,727.68,0.1,30780.86,Sales Rep
S016343,2024-04-13 00:00:00,C0373,P0091,36,69.35,0,2496.6,Web
S016344,2024-04-06 00:00:00,C0241,P0073,2,16.19,0.05,30.76,Mobile
S016345,2024-11-27 00:00:00,C0071,P0106,5,407.8,0.1,1835.1,Web
S016346,2024-09-28 00:00:00,C0356,P0029,14,1135.55,0.05,15102.81,Web
S016347,2025-12-04 00:00:00,C0202,P0088,36,2634.16,0,94829.76,Web
S016348,2024-12-16 00:00:00,C0288,P0087,49,176.39,0.1,7778.8,Mobile
S016349,2024-08-10 00:00:00,C0321,P0121,22,205.61,0.2,3618.74,Mobile
S016350,2024-08-31 00:00:00,C0020,P0132,46,1842.26,0.15,72032.37,Sales Rep
S016351,2025-06-17 00:00:00,C0144,P0112,18,2702.36,0.05,46210.36,Web
S016352,2024-11-30 00:00:00,C0257,P0119,44,1216.66,0.15,45503.08,Sales Rep
S016353,2024-08-11 00:00:00,C0237,P0022,16,3140.67,0.1,45225.65,Web
S016354,2024-02-09 00:00:00,C0008,P0126,49,2826.83,0,138514.67,Sales Rep
S016355,2024-01-18 00:00:00,C0341,P0019,38,1197.46,0,45503.48,Web
S016356,2024-07-20 00:00:00,C0340,P0142,23,2225.45,0.1,46066.82,Sales Rep
S016357,2024-11-25 00:00:00,C0340,P0149,24,3279.71,0.1,70841.74,Web
S016358,2024-04-20 00:00:00,C0030,P0008,3,1896.3,0.15,4835.56,Web
S016359,2024-02-24 00:00:00,C0246,P0137,42,2309.18,0,96985.56,Sales Rep
S016360,2024-07-17 00:00:00,C0186,P0037,40,2623.23,0.2,83943.36,Sales Rep
S016361,2024-12-29 00:00:00,C0141,P0017,13,2588.11,0.05,31963.16,Web
S016362,2025-03-16 00:00:00,C0004,P0061,23,620.48,0.1,12843.94,Mobile
S016363,2024-10-11 00:00:00,C0277,P0092,11,3304.07,0.05,34527.53,Web
S016364,2025-12-03 00:00:00,C0211,P0046,18,1197.91,0.05,20484.26,Mobile
S016365,2024-05-24 00:00:00,C0368,P0043,15,2175.87,0.05,31006.15,Web
S016366,2024-02-29 00:00:00,C0136,P0098,9,1326.53,0.1,10744.89,Sales Rep
S016367,2025-12-30 00:00:00,C0167,P0076,45,1873.62,0,84312.9,Sales Rep
S016368,2024-06-03 00:00:00,C0302,P0011,41,2249.43,0,92226.63,Sales Rep
S016369,2024-10-18 00:00:00,C0351,P0130,8,2731.29,0.05,20757.8,Sales Rep
S016370,2024-03-31 00:00:00,C0123,P0026,42,1788.37,0.05,71355.96,Mobile
S016371,2025-04-04 00:00:00,C0034,P0012,43,422.43,0.15,15439.82,Web
S016372,2024-06-01 00:00:00,C0297,P0005,42,1868,0.05,74533.2,Mobile
S016373,2025-01-27 00:00:00,C0127,P0120,33,537.06,0,17722.98,Sales Rep
S016374,2025-06-24 00:00:00,C0383,P0059,23,207.08,0,4762.84,Web
S016375,2025-11-14 00:00:00,C0021,P0108,41,2361.62,0.2,77461.14,Web
S016376,2024-10-27 00:00:00,C0156,P0096,12,2726.81,0,32721.72,Mobile
S016377,2024-07-09 00:00:00,C0165,P0075,13,1620.96,0.1,18965.23,Sales Rep
S016378,2024-01-10 00:00:00,C0209,P0118,38,611.59,0.05,22078.4,Web
S016379,2025-11-24 00:00:00,C0002,P0107,33,2217.11,0.1,65848.17,Sales Rep
S016380,2024-02-02 00:00:00,C0098,P0096,3,2726.81,0.15,6953.37,Sales Rep
S016381,2025-06-25 00:00:00,C0373,P0109,50,2949.5,0.1,132727.5,Mobile
S016382,2024-09-14 00:00:00,C0162,P0055,28,531.1,0,14870.8,Web
S016383,2024-08-04 00:00:00,C0387,P0102,44,2044.75,0,89969,Web
S016384,2024-05-12 00:00:00,C0215,P0137,5,2309.18,0.05,10968.6,Web
S016385,2025-06-10 00:00:00,C0352,P0063,26,132.73,0,3450.98,Mobile
S016386,2025-03-15 00:00:00,C0081,P0044,28,679.3,0.1,17118.36,Sales Rep
S016387,2024-04-25 00:00:00,C0262,P0045,24,3158.26,0.15,64428.5,Sales Rep
S016388,2025-04-24 00:00:00,C0117,P0100,43,2534.51,0.2,87187.14,Mobile
S016389,2025-10-13 00:00:00,C0188,P0041,38,1108.51,0.1,37911.04,Mobile
S016390,2025-02-15 00:00:00,C0157,P0024,30,2327.43,0,69822.9,Web
S016391,2025-05-06 00:00:00,C0397,P0042,39,178.57,0.2,5571.38,Mobile
S016392,2025-08-12 00:00:00,C0302,P0063,28,132.73,0.05,3530.62,Web
S016393,2024-12-31 00:00:00,C0378,P0109,30,2949.5,0.2,70788,Mobile
S016394,2025-09-06 00:00:00,C0224,P0116,13,179.42,0,2332.46,Web
S016395,2025-02-05 00:00:00,C0293,P0031,31,1736.24,0.05,51132.27,Web
S016396,2025-10-18 00:00:00,C0330,P0037,23,2623.23,0,60334.29,Mobile
S016397,2024-11-30 00:00:00,C0182,P0001,5,1603.65,0.2,6414.6,Web
S016398,2024-01-12 00:00:00,C0196,P0071,13,1375.32,0.05,16985.2,Web
S016399,2025-04-16 00:00:00,C0074,P0057,11,2920.03,0.15,27302.28,Sales Rep
S016400,2024-09-16 00:00:00,C0136,P0117,35,2271.93,0.15,67589.92,Sales Rep
S016401,2024-09-11 00:00:00,C0037,P0065,13,588.65,0.2,6121.96,Mobile
S016402,2024-09-21 00:00:00,C0342,P0056,22,1090.65,0.05,22794.59,Mobile
S016403,2025-07-23 00:00:00,C0285,P0051,8,212.43,0.2,1359.55,Mobile
S016404,2024-11-24 00:00:00,C0379,P0010,9,407.36,0,3666.24,Sales Rep
S016405,2024-03-30 00:00:00,C0226,P0011,47,2249.43,0.15,89864.73,Sales Rep
S016406,2025-01-23 00:00:00,C0009,P0140,41,1152.91,0.15,40178.91,Mobile
S016407,2024-06-21 00:00:00,C0148,P0003,37,1680.39,0.2,49739.54,Web
S016408,2025-02-24 00:00:00,C0280,P0140,26,1152.91,0.15,25479.31,Sales Rep
S016409,2024-09-18 00:00:00,C0343,P0057,47,2920.03,0.2,109793.13,Web
S016410,2025-04-17 00:00:00,C0370,P0117,27,2271.93,0.15,52140.79,Sales Rep
S016411,2025-02-15 00:00:00,C0219,P0070,23,1649.74,0.05,36046.82,Web
S016412,2025-11-20 00:00:00,C0245,P0140,47,1152.91,0.15,46058.75,Web
S016413,2024-03-15 00:00:00,C0207,P0092,36,3304.07,0.2,95157.22,Mobile
S016414,2025-03-10 00:00:00,C0237,P0051,36,212.43,0.2,6117.98,Mobile
S016415,2024-10-13 00:00:00,C0284,P0048,9,2239.75,0,20157.75,Sales Rep
S016416,2024-07-11 00:00:00,C0021,P0016,32,1372.4,0.2,35133.44,Sales Rep
S016417,2024-03-13 00:00:00,C0257,P0052,43,629.14,0.15,22995.07,Mobile
S016418,2025-05-13 00:00:00,C0221,P0142,6,2225.45,0.1,12017.43,Web
S016419,2024-08-19 00:00:00,C0217,P0039,5,1574.39,0.05,7478.35,Sales Rep
S016420,2025-07-24 00:00:00,C0318,P0150,14,181.64,0,2542.96,Sales Rep
S016421,2025-03-29 00:00:00,C0271,P0088,40,2634.16,0.05,100098.08,Mobile
S016422,2025-10-28 00:00:00,C0258,P0111,5,342.11,0,1710.55,Web
S016423,2025-04-22 00:00:00,C0102,P0109,10,2949.5,0.2,23596,Mobile
S016424,2024-09-25 00:00:00,C0366,P0100,36,2534.51,0.15,77556.01,Web
S016425,2024-09-09 00:00:00,C0064,P0123,11,479.78,0,5277.58,Sales Rep
S016426,2024-12-28 00:00:00,C0213,P0095,44,2101.8,0,92479.2,Web
S016427,2025-04-19 00:00:00,C0393,P0103,32,267.73,0.15,7282.26,Sales Rep
S016428,2024-01-06 00:00:00,C0323,P0006,20,3262.57,0.15,55463.69,Sales Rep
S016429,2025-07-31 00:00:00,C0383,P0076,14,1873.62,0.05,24919.15,Mobile
S016430,2024-12-04 00:00:00,C0094,P0046,17,1197.91,0.05,19346.25,Mobile
S016431,2024-03-17 00:00:00,C0275,P0054,41,1647.1,0.15,57401.43,Sales Rep
S016432,2024-07-17 00:00:00,C0391,P0056,29,1090.65,0.15,26884.52,Web
S016433,2025-05-28 00:00:00,C0140,P0113,46,2702.93,0,124334.78,Web
S016434,2025-06-30 00:00:00,C0057,P0086,16,2651.75,0.15,36063.8,Sales Rep
S016435,2025-07-17 00:00:00,C0182,P0041,24,1108.51,0,26604.24,Web
S016436,2025-08-24 00:00:00,C0254,P0001,27,1603.65,0.1,38968.7,Mobile
S016437,2024-02-06 00:00:00,C0078,P0115,5,314.99,0.05,1496.2,Web
S016438,2024-11-17 00:00:00,C0054,P0086,6,2651.75,0,15910.5,Mobile
S016439,2025-05-20 00:00:00,C0290,P0040,8,1989.31,0.05,15118.76,Web
S016440,2024-07-25 00:00:00,C0102,P0024,48,2327.43,0.2,89373.31,Web
S016441,2024-02-10 00:00:00,C0069,P0019,26,1197.46,0,31133.96,Web
S016442,2025-03-09 00:00:00,C0398,P0114,2,772.71,0.1,1390.88,Mobile
S016443,2024-06-18 00:00:00,C0169,P0004,27,699.6,0.05,17944.74,Sales Rep
S016444,2024-07-02 00:00:00,C0028,P0105,49,355.06,0.2,13918.35,Mobile
S016445,2025-03-18 00:00:00,C0358,P0138,41,1680.59,0.05,65458.98,Mobile
S016446,2025-10-09 00:00:00,C0353,P0078,22,2937.07,0.15,54923.21,Sales Rep
S016447,2024-05-29 00:00:00,C0354,P0058,48,3028.9,0,145387.2,Mobile
S016448,2025-09-19 00:00:00,C0058,P0047,13,1690.15,0.15,18676.16,Mobile
S016449,2025-09-01 00:00:00,C0120,P0057,36,2920.03,0.1,94608.97,Sales Rep
S016450,2025-05-02 00:00:00,C0083,P0072,35,2139.67,0.05,71144.03,Web
S016451,2024-05-05 00:00:00,C0075,P0068,16,1786.88,0,28590.08,Mobile
S016452,2024-03-14 00:00:00,C0128,P0086,21,2651.75,0.1,50118.08,Sales Rep
S016453,2025-03-22 00:00:00,C0280,P0070,23,1649.74,0.15,32252.42,Web
S016454,2024-11-26 00:00:00,C0389,P0019,20,1197.46,0.15,20356.82,Sales Rep
S016455,2025-12-27 00:00:00,C0098,P0131,6,1994.5,0.1,10770.3,Sales Rep
S016456,2024-02-05 00:00:00,C0080,P0054,33,1647.1,0.1,48918.87,Sales Rep
S016457,2024-01-21 00:00:00,C0205,P0108,19,2361.62,0,44870.78,Web
S016458,2025-08-27 00:00:00,C0007,P0067,1,1678.76,0.2,1343.01,Web
S016459,2025-07-13 00:00:00,C0074,P0021,11,1133.11,0.1,11217.79,Web
S016460,2025-11-02 00:00:00,C0055,P0018,6,1530.24,0,9181.44,Web
S016461,2024-06-10 00:00:00,C0127,P0005,44,1868,0.2,65753.6,Mobile
S016462,2024-10-16 00:00:00,C0159,P0053,30,497.11,0.2,11930.64,Mobile
S016463,2024-07-06 00:00:00,C0211,P0034,26,3047.09,0.2,63379.47,Mobile
S016464,2024-04-08 00:00:00,C0265,P0150,38,181.64,0.15,5866.97,Web
S016465,2025-04-20 00:00:00,C0066,P0078,29,2937.07,0.1,76657.53,Mobile
S016466,2025-05-03 00:00:00,C0037,P0026,15,1788.37,0.2,21460.44,Sales Rep
S016467,2024-05-15 00:00:00,C0067,P0126,29,2826.83,0.2,65582.46,Sales Rep
S016468,2025-10-01 00:00:00,C0098,P0101,11,2333.39,0.15,21817.2,Sales Rep
S016469,2024-01-17 00:00:00,C0163,P0060,14,2773.5,0,38829,Sales Rep
S016470,2024-05-21 00:00:00,C0299,P0141,17,990.13,0.2,13465.77,Web
S016471,2025-06-20 00:00:00,C0133,P0111,1,342.11,0,342.11,Web
S016472,2024-12-14 00:00:00,C0081,P0076,8,1873.62,0,14988.96,Sales Rep
S016473,2024-05-04 00:00:00,C0086,P0098,33,1326.53,0.15,37209.17,Web
S016474,2025-11-02 00:00:00,C0381,P0022,25,3140.67,0,78516.75,Mobile
S016475,2024-11-26 00:00:00,C0393,P0128,13,2483.45,0.2,25827.88,Sales Rep
S016476,2024-11-10 00:00:00,C0132,P0017,50,2588.11,0.15,109994.68,Web
S016477,2024-05-20 00:00:00,C0154,P0055,9,531.1,0.05,4540.91,Web
S016478,2025-06-08 00:00:00,C0006,P0031,7,1736.24,0.2,9722.94,Mobile
S016479,2024-07-22 00:00:00,C0322,P0118,37,611.59,0.2,18103.06,Mobile
S016480,2025-06-29 00:00:00,C0093,P0015,20,895.65,0,17913,Mobile
S016481,2024-09-06 00:00:00,C0360,P0088,14,2634.16,0.05,35034.33,Mobile
S016482,2025-09-04 00:00:00,C0286,P0041,49,1108.51,0.1,48885.29,Sales Rep
S016483,2024-01-10 00:00:00,C0223,P0107,22,2217.11,0.15,41459.96,Mobile
S016484,2024-08-14 00:00:00,C0321,P0080,16,2475.18,0.15,33662.45,Mobile
S016485,2024-05-24 00:00:00,C0019,P0089,7,307.93,0.1,1939.96,Mobile
S016486,2025-08-24 00:00:00,C0011,P0061,14,620.48,0,8686.72,Mobile
S016487,2024-11-06 00:00:00,C0067,P0140,43,1152.91,0.05,47096.37,Mobile
S016488,2025-03-21 00:00:00,C0257,P0066,19,710.29,0.2,10796.41,Web
S016489,2025-12-03 00:00:00,C0138,P0018,13,1530.24,0.05,18898.46,Sales Rep
S016490,2025-06-22 00:00:00,C0171,P0038,4,376.24,0.1,1354.46,Sales Rep
S016491,2024-12-14 00:00:00,C0121,P0035,23,616.57,0.15,12053.94,Mobile
S016492,2024-03-12 00:00:00,C0323,P0134,29,1783.47,0.15,43962.54,Sales Rep
S016493,2024-01-28 00:00:00,C0035,P0133,32,809.7,0.15,22023.84,Mobile
S016494,2024-04-01 00:00:00,C0055,P0132,4,1842.26,0.1,6632.14,Sales Rep
S016495,2024-02-09 00:00:00,C0205,P0033,8,2466.24,0.05,18743.42,Mobile
S016496,2025-06-18 00:00:00,C0331,P0011,16,2249.43,0.1,32391.79,Mobile
S016497,2024-07-09 00:00:00,C0038,P0019,23,1197.46,0.1,24787.42,Sales Rep
S016498,2024-04-29 00:00:00,C0140,P0056,23,1090.65,0.15,21322.21,Mobile
S016499,2024-04-13 00:00:00,C0322,P0071,32,1375.32,0.2,35208.19,Sales Rep
S016500,2025-12-22 00:00:00,C0322,P0039,48,1574.39,0,75570.72,Web
S016501,2025-01-28 00:00:00,C0128,P0123,37,479.78,0.2,14201.49,Mobile
S016502,2025-06-21 00:00:00,C0117,P0058,4,3028.9,0.2,9692.48,Sales Rep
S016503,2025-07-04 00:00:00,C0270,P0090,18,3065.46,0.2,44142.62,Web
S016504,2024-02-27 00:00:00,C0287,P0139,17,752.56,0.1,11514.17,Sales Rep
S016505,2024-02-06 00:00:00,C0323,P0136,11,2659.57,0,29255.27,Mobile
S016506,2025-12-03 00:00:00,C0124,P0148,14,1272.4,0.15,15141.56,Sales Rep
S016507,2024-07-28 00:00:00,C0244,P0122,19,2395.77,0.15,38691.69,Mobile
S016508,2025-03-12 00:00:00,C0055,P0137,43,2309.18,0,99294.74,Mobile
S016509,2024-11-14 00:00:00,C0093,P0020,7,2828.37,0.05,18808.66,Sales Rep
S016510,2025-09-20 00:00:00,C0133,P0078,38,2937.07,0.2,89286.93,Sales Rep
S016511,2025-12-08 00:00:00,C0135,P0098,40,1326.53,0.1,47755.08,Sales Rep
S016512,2025-09-06 00:00:00,C0370,P0099,36,2714.56,0.05,92837.95,Web
S016513,2024-05-14 00:00:00,C0182,P0029,31,1135.55,0.1,31681.84,Web
S016514,2025-05-30 00:00:00,C0181,P0114,22,772.71,0.1,15299.66,Web
S016515,2024-06-14 00:00:00,C0331,P0049,12,2125.41,0.05,24229.67,Web
S016516,2024-10-19 00:00:00,C0208,P0039,35,1574.39,0.05,52348.47,Mobile
S016517,2025-11-13 00:00:00,C0028,P0133,18,809.7,0,14574.6,Mobile
S016518,2024-08-10 00:00:00,C0046,P0031,2,1736.24,0,3472.48,Sales Rep
S016519,2024-04-14 00:00:00,C0338,P0068,32,1786.88,0.15,48603.14,Sales Rep
S016520,2024-11-05 00:00:00,C0228,P0098,31,1326.53,0.05,39066.31,Web
S016521,2024-04-09 00:00:00,C0263,P0062,16,110.31,0.15,1500.22,Sales Rep
S016522,2025-06-24 00:00:00,C0386,P0025,10,1561.13,0.2,12489.04,Web
S016523,2025-10-23 00:00:00,C0400,P0061,10,620.48,0.05,5894.56,Web
S016524,2025-10-18 00:00:00,C0170,P0139,3,752.56,0,2257.68,Web
S016525,2025-05-27 00:00:00,C0010,P0070,22,1649.74,0.15,30850.14,Mobile
S016526,2024-01-06 00:00:00,C0339,P0008,33,1896.3,0,62577.9,Mobile
S016527,2025-04-21 00:00:00,C0035,P0029,39,1135.55,0.1,39857.8,Mobile
S016528,2024-11-11 00:00:00,C0081,P0131,49,1994.5,0,97730.5,Web
S016529,2025-03-12 00:00:00,C0352,P0056,15,1090.65,0.1,14723.78,Web
S016530,2025-10-24 00:00:00,C0302,P0142,23,2225.45,0,51185.35,Mobile
S016531,2024-05-16 00:00:00,C0080,P0044,8,679.3,0.1,4890.96,Web
S016532,2025-10-26 00:00:00,C0077,P0051,9,212.43,0.15,1625.09,Mobile
S016533,2025-09-06 00:00:00,C0149,P0088,46,2634.16,0.1,109054.22,Sales Rep
S016534,2024-03-08 00:00:00,C0290,P0100,43,2534.51,0,108983.93,Mobile
S016535,2024-03-06 00:00:00,C0010,P0083,42,271.67,0.1,10269.13,Sales Rep
S016536,2025-08-20 00:00:00,C0134,P0112,15,2702.36,0.1,36481.86,Sales Rep
S016537,2024-02-11 00:00:00,C0383,P0137,42,2309.18,0.05,92136.28,Sales Rep
S016538,2025-03-01 00:00:00,C0294,P0032,13,2019.46,0.2,21002.38,Web
S016539,2024-11-23 00:00:00,C0030,P0100,50,2534.51,0.15,107716.68,Mobile
S016540,2024-09-23 00:00:00,C0225,P0116,17,179.42,0,3050.14,Sales Rep
S016541,2025-07-20 00:00:00,C0050,P0118,31,611.59,0,18959.29,Web
S016542,2024-12-09 00:00:00,C0080,P0029,1,1135.55,0.15,965.22,Sales Rep
S016543,2025-11-18 00:00:00,C0329,P0147,26,730.85,0.15,16151.79,Web
S016544,2024-09-19 00:00:00,C0379,P0110,15,1223.52,0,18352.8,Web
S016545,2025-04-19 00:00:00,C0082,P0147,32,730.85,0.1,21048.48,Web
S016546,2024-12-14 00:00:00,C0180,P0006,36,3262.57,0.05,111579.89,Mobile
S016547,2025-10-18 00:00:00,C0388,P0150,9,181.64,0.15,1389.55,Mobile
S016548,2024-02-06 00:00:00,C0367,P0016,8,1372.4,0.1,9881.28,Sales Rep
S016549,2025-10-06 00:00:00,C0114,P0132,14,1842.26,0.1,23212.48,Web
S016550,2025-12-22 00:00:00,C0101,P0061,43,620.48,0.05,25346.61,Web
S016551,2025-06-01 00:00:00,C0089,P0089,18,307.93,0.1,4988.47,Sales Rep
S016552,2024-03-31 00:00:00,C0071,P0101,48,2333.39,0.05,106402.58,Sales Rep
S016553,2024-02-18 00:00:00,C0270,P0015,50,895.65,0,44782.5,Sales Rep
S016554,2024-08-20 00:00:00,C0255,P0098,15,1326.53,0.1,17908.16,Mobile
S016555,2024-11-21 00:00:00,C0357,P0079,26,2433.49,0.2,50616.59,Sales Rep
S016556,2025-03-03 00:00:00,C0157,P0110,13,1223.52,0.2,12724.61,Mobile
S016557,2025-02-25 00:00:00,C0240,P0130,8,2731.29,0.1,19665.29,Web
S016558,2025-11-03 00:00:00,C0343,P0092,28,3304.07,0.1,83262.56,Mobile
S016559,2025-05-05 00:00:00,C0277,P0150,19,181.64,0,3451.16,Sales Rep
S016560,2025-08-10 00:00:00,C0379,P0013,10,2510.14,0.2,20081.12,Web
S016561,2024-05-06 00:00:00,C0331,P0007,32,2912.84,0.1,83889.79,Sales Rep
S016562,2025-04-09 00:00:00,C0302,P0097,31,1019.68,0.1,28449.07,Sales Rep
S016563,2024-06-05 00:00:00,C0339,P0058,31,3028.9,0,93895.9,Mobile
S016564,2024-07-12 00:00:00,C0306,P0108,49,2361.62,0.2,92575.5,Web
S016565,2025-10-12 00:00:00,C0390,P0079,20,2433.49,0.15,41369.33,Web
S016566,2024-11-21 00:00:00,C0173,P0145,31,1406.85,0.15,37070.5,Web
S016567,2024-11-24 00:00:00,C0297,P0085,21,2669.63,0.05,53259.12,Sales Rep
S016568,2025-09-24 00:00:00,C0081,P0043,21,2175.87,0.1,41123.94,Web
S016569,2024-09-25 00:00:00,C0336,P0138,49,1680.59,0.15,69996.57,Mobile
S016570,2025-02-19 00:00:00,C0002,P0070,32,1649.74,0.05,50152.1,Web
S016571,2024-07-12 00:00:00,C0269,P0096,21,2726.81,0.2,45810.41,Sales Rep
S016572,2025-07-20 00:00:00,C0295,P0095,38,2101.8,0.2,63894.72,Sales Rep
S016573,2025-06-03 00:00:00,C0181,P0024,31,2327.43,0.05,68542.81,Web
S016574,2024-10-12 00:00:00,C0002,P0142,31,2225.45,0,68988.95,Mobile
S016575,2024-03-05 00:00:00,C0127,P0005,34,1868,0.15,53985.2,Sales Rep
S016576,2025-04-02 00:00:00,C0062,P0005,45,1868,0,84060,Web
S016577,2024-06-07 00:00:00,C0173,P0047,35,1690.15,0.15,50281.96,Web
S016578,2025-03-03 00:00:00,C0149,P0080,15,2475.18,0.1,33414.93,Sales Rep
S016579,2025-10-03 00:00:00,C0097,P0134,19,1783.47,0.05,32191.63,Sales Rep
S016580,2024-03-17 00:00:00,C0069,P0114,48,772.71,0.2,29672.06,Web
S016581,2025-10-10 00:00:00,C0097,P0002,19,372.04,0.05,6715.32,Sales Rep
S016582,2024-04-12 00:00:00,C0001,P0125,2,971.57,0.15,1651.67,Sales Rep
S016583,2025-07-28 00:00:00,C0054,P0131,5,1994.5,0.05,9473.88,Web
S016584,2024-07-18 00:00:00,C0158,P0047,29,1690.15,0,49014.35,Sales Rep
S016585,2025-01-18 00:00:00,C0225,P0133,49,809.7,0.15,33724.01,Web
S016586,2024-11-26 00:00:00,C0248,P0052,13,629.14,0,8178.82,Web
S016587,2024-07-13 00:00:00,C0298,P0048,22,2239.75,0,49274.5,Mobile
S016588,2024-03-04 00:00:00,C0078,P0117,45,2271.93,0,102236.85,Sales Rep
S016589,2025-02-17 00:00:00,C0254,P0050,48,202.36,0.05,9227.62,Sales Rep
S016590,2025-07-23 00:00:00,C0352,P0029,48,1135.55,0.15,46330.44,Mobile
S016591,2025-12-15 00:00:00,C0042,P0094,40,3196.94,0,127877.6,Web
S016592,2025-11-08 00:00:00,C0367,P0021,26,1133.11,0,29460.86,Sales Rep
S016593,2025-01-01 00:00:00,C0060,P0141,12,990.13,0.1,10693.4,Mobile
S016594,2025-03-22 00:00:00,C0087,P0146,28,3161.89,0.05,84106.27,Mobile
S016595,2025-04-25 00:00:00,C0098,P0114,47,772.71,0,36317.37,Web
S016596,2024-04-08 00:00:00,C0171,P0021,16,1133.11,0.1,16316.78,Web
S016597,2024-07-19 00:00:00,C0216,P0032,9,2019.46,0,18175.14,Mobile
S016598,2024-06-28 00:00:00,C0067,P0094,27,3196.94,0.1,77685.64,Mobile
S016599,2024-08-29 00:00:00,C0167,P0136,36,2659.57,0.2,76595.62,Mobile
S016600,2024-05-03 00:00:00,C0042,P0103,15,267.73,0.1,3614.36,Web
